country,points,price
Portugal,87,
US,87,25
US,87,38
US,87,28
US,87,40
Italy,87,
Italy,87,19
US,87,45
Chile,87,15
France,87,15
Chile,87,15
Italy,87,9
Italy,87,15
Italy,87,39
US,87,25
Portugal,87,13
Portugal,87,
US,87,45
US,87,35
Italy,87,15
Italy,87,17
France,87,22
Italy,92,
France,92,
France,92,70
US,92,25
Italy,92,82
Italy,92,75
Italy,92,85
Italy,92,
Italy,92,
Austria,92,
Austria,92,40
Austria,92,40
Austria,92,35
US,92,48
US,92,55
Italy,92,50
Italy,92,48
Italy,92,
Italy,92,
Italy,92,
Italy,92,
Italy,92,76
Italy,92,
US,91,17
France,91,60
US,91,58
US,90,25
US,90,35
US,90,65
US,90,36
US,90,35
US,90,49
France,90,31
Italy,90,
US,90,28
Italy,90,45
Italy,90,41
France,90,37
US,90,40
Chile,90,25
France,90,85
US,90,28
US,90,35
US,90,42
Argentina,90,39
Chile,90,22
US,90,24
US,90,50
US,90,22
US,90,26
France,90,60
US,90,19
Portugal,87,12
Italy,87,13
Italy,87,20
Portugal,87,17
US,87,12
Italy,87,29
US,87,18
Italy,87,21
US,87,30
US,87,24
US,87,20
Italy,87,
Italy,87,22
Portugal,87,
Chile,87,15
Italy,87,19
US,87,24
Italy,87,12
US,87,17
Italy,87,
France,87,36
France,87,
France,88,30
France,88,30
Greece,88,79
US,88,20
US,88,20
US,88,25
US,88,24
US,88,20
France,88,
France,88,53
France,88,42
France,88,15
US,88,98
US,88,13
US,88,25
US,88,45
Italy,88,15
France,88,22
US,88,44
France,88,
Italy,88,10
Italy,85,10
Spain,85,
US,84,42
Australia,84,21
Spain,84,12
Italy,84,8
Spain,84,12
Argentina,84,10
France,84,22
France,84,22
US,84,28
Spain,84,8
US,84,28
Italy,84,10
Italy,84,11
Portugal,84,33
US,84,12
Spain,84,11
US,84,11
Spain,84,9
Spain,84,18
Argentina,84,11
US,84,21
France,84,14
Portugal,84,9
Italy,84,15
Italy,84,
US,84,23
Spain,84,16
US,84,85
US,90,22
US,90,17
Greece,90,15
US,90,24
US,90,30
US,90,28
Austria,90,25
Italy,90,107
US,90,35
Italy,90,58
US,90,32
Spain,90,31
US,90,32
US,90,60
Austria,90,16
Spain,90,31
France,90,23
Spain,90,30
US,90,25
Greece,89,18
US,89,70
Greece,89,16
Italy,89,25
US,89,13
US,89,15
US,89,30
US,89,20
US,89,35
US,89,34
US,89,24
Chile,88,20
US,88,24
US,88,25
US,88,30
Italy,88,50
France,88,18
US,88,62
US,88,85
US,88,32
US,88,10
US,88,10
Chile,88,20
US,88,48
France,88,19
US,88,75
US,88,32
US,88,40
US,88,
France,88,23
Italy,88,53
France,88,
US,88,30
New Zealand,88,17
France,88,21
Chile,88,20
Chile,88,17
US,88,24
US,88,14
US,88,12
US,88,15
Italy,94,92
Italy,94,85
Italy,94,90
France,94,85
Italy,94,70
US,94,36
Italy,94,40
US,94,64
Italy,94,120
Italy,94,73
Italy,94,65
US,94,55
Italy,94,45
Italy,94,
US,94,46
Italy,94,106
Italy,94,72
US,94,60
US,94,40
Italy,94,75
France,94,225
France,94,260
US,94,40
Italy,94,55
Italy,94,65
Italy,94,150
US,94,50
US,87,22
US,87,65
US,87,20
Argentina,87,19
US,87,25
Australia,87,16
Italy,87,26
France,87,
France,87,
Italy,87,16
France,87,
Italy,87,40
Italy,87,26
France,87,
Austria,87,13
US,87,20
US,87,40
US,87,30
US,87,35
US,87,30
US,87,15
Czech Republic,85,25
Portugal,85,11
US,85,18
Italy,85,20
Italy,85,12
Argentina,85,29
US,85,20
France,85,17
US,85,17
US,85,20
Italy,85,15
US,85,15
Spain,85,34
Spain,85,25
US,85,25
Italy,85,32
Czech Republic,85,18
US,84,20
US,84,16
Argentina,84,17
Slovenia,84,20
Italy,90,32
Germany,90,23
Italy,90,66
Italy,90,28
US,90,33
US,90,40
Germany,90,47
Germany,90,36
US,90,75
South Africa,90,20
US,90,18
US,90,14
Italy,90,58
France,90,
Italy,90,53
US,90,30
Spain,90,54
Germany,90,
Germany,90,27
Australia,90,33
Italy,90,37
Italy,90,65
Italy,90,70
US,90,30
Italy,90,34
Italy,90,
France,85,13
France,85,15
France,85,25
France,85,
France,85,15
France,85,24
US,85,12
US,85,10
US,85,10
US,85,12
Italy,85,20
US,85,16
Chile,85,18
France,85,14
US,85,32
Spain,85,15
US,85,6
Chile,85,15
US,85,15
Chile,85,13
US,85,10
US,85,10
Chile,85,12
US,85,18
US,85,10
France,85,
US,85,15
US,85,15
US,85,29
US,85,15
US,88,17
Italy,88,
Argentina,88,19
US,88,35
US,88,13
US,88,19
US,88,45
Spain,88,16
US,88,15
US,88,29
France,88,35
France,88,35
France,88,40
Italy,88,42
US,88,75
France,88,20
Austria,88,
US,88,28
US,88,35
France,88,20
Italy,88,85
US,88,11
France,88,17
France,88,
Italy,88,20
Italy,88,30
US,88,40
Italy,88,27
US,88,13
Italy,88,47
US,87,18
US,87,25
Portugal,87,13
Portugal,87,15
Portugal,87,26
Portugal,87,10
US,87,30
US,87,25
Argentina,87,16
France,87,
France,87,25
France,87,12
Portugal,87,13
Portugal,87,15
Portugal,87,80
Portugal,87,30
US,87,27
Portugal,87,12
Portugal,87,12
Portugal,87,10
US,87,28
New Zealand,87,20
Italy,87,14
US,87,30
France,87,12
US,87,18
New Zealand,87,18
US,87,27
France,87,10
US,85,14
Italy,85,13
Chile,85,13
Italy,85,
Italy,85,14
France,85,15
Italy,85,
US,85,24
Italy,85,12
US,85,20
Chile,85,18
US,85,30
Italy,85,40
France,85,12
France,85,15
US,85,28
Chile,85,16
Italy,85,
Italy,85,
France,85,15
US,85,25
US,85,50
US,85,14
France,85,11
France,85,12
Chile,85,14
Italy,85,17
US,85,10
US,85,25
Austria,85,20
Italy,90,18
US,90,55
US,90,14
US,90,60
US,90,55
US,90,65
Italy,90,30
Italy,90,19
US,90,15
Italy,90,40
Italy,90,20
US,90,13
Italy,90,80
US,90,45
US,90,40
US,90,50
US,90,25
US,90,30
US,90,38
US,90,33
US,90,22
Italy,90,55
US,90,45
France,90,50
France,90,65
France,90,19
France,90,
France,90,42
France,90,
France,90,19
Italy,90,75
Spain,90,16
Spain,90,45
US,90,15
US,90,18
US,90,11
US,90,38
US,90,39
US,90,32
US,88,50
US,88,32
US,88,38
US,88,42
US,88,10
US,88,25
US,88,18
US,88,9
US,88,12
Romania,88,22
Chile,88,14
US,88,35
US,88,15
France,88,18
France,88,19
France,88,30
Chile,88,17
Chile,88,17
US,88,35
Italy,88,16
Italy,88,43
US,88,40
US,88,18
France,88,19
Romania,88,20
US,88,16
US,88,75
Chile,88,17
US,88,40
US,88,44
US,95,75
Spain,95,300
Italy,95,65
Italy,95,60
Italy,95,96
Italy,95,59
US,95,32
Italy,94,60
US,94,43
Italy,94,42
Australia,94,225
Italy,94,48
Italy,94,70
Italy,94,80
Italy,94,
Italy,94,46
Italy,94,80
Italy,94,64
Italy,94,75
Italy,89,18
US,89,28
Austria,89,10
Austria,89,25
US,89,70
Spain,89,20
New Zealand,89,45
US,89,14
Spain,89,25
Austria,89,14
US,89,29
Italy,89,20
France,89,25
US,89,22
Italy,89,28
France,89,20
US,89,24
France,89,19
US,89,28
US,89,16
New Zealand,89,14
Austria,89,13
Spain,89,15
Spain,89,30
US,89,35
Argentina,89,20
US,89,17
US,89,24
US,89,55
US,89,45
US,89,45
US,89,24
US,89,25
US,89,65
New Zealand,89,19
US,89,28
Italy,89,27
US,89,25
US,89,20
Austria,89,21
US,89,55
US,89,34
US,89,30
US,89,29
Italy,89,45
US,89,30
US,89,24
Italy,89,20
US,89,30
US,89,32
US,89,35
US,89,33
US,89,45
US,89,45
US,89,35
US,89,32
US,89,50
US,89,45
France,89,20
France,90,20
Austria,90,
Australia,90,35
Austria,90,
Germany,90,42
US,90,35
Italy,90,92
Italy,90,82
US,90,25
Australia,90,20
Austria,90,
Israel,90,39
Germany,90,29
Australia,90,20
Germany,90,25
Australia,90,30
US,90,27
US,90,17
Chile,90,40
US,90,42
US,90,52
Chile,90,23
Chile,90,21
US,90,17
US,90,28
US,90,24
Australia,90,21
US,90,34
Germany,90,13
US,90,11
Argentina,83,12
Canada,83,12
Australia,83,8
Argentina,83,6
Italy,83,18
US,83,13
US,82,12
US,82,12
US,82,10
US,82,18
US,82,55
US,82,27
US,82,13
US,82,13
US,82,24
US,82,14
Australia,90,20
Italy,90,57
Portugal,90,18
Italy,90,
France,90,
France,90,
France,90,20
France,90,20
US,90,24
Australia,90,22
Chile,90,30
Australia,89,13
Italy,89,49
US,89,44
US,89,12
Italy,89,
US,89,18
US,89,28
US,89,50
US,89,24
Portugal,89,50
Portugal,89,23
Portugal,89,18
Italy,89,
France,89,40
France,89,70
France,89,38
France,89,45
Italy,89,
Italy,89,
Italy,90,150
US,90,45
US,90,55
US,90,30
Austria,90,
Italy,90,26
US,90,45
US,90,52
France,90,24
US,90,65
France,90,
US,90,38
Argentina,90,35
France,90,24
US,90,45
US,90,45
US,90,15
US,90,20
France,90,
US,90,36
US,90,34
France,90,35
Spain,90,50
Italy,90,125
Austria,90,
US,90,30
France,90,
US,90,65
US,90,32
US,90,150
Italy,87,9
Mexico,87,18
Chile,87,10
Chile,87,12
US,87,22
US,87,14
US,87,14
Chile,87,10
US,87,95
US,87,25
US,87,45
Italy,87,15
Chile,87,12
Chile,87,9
Chile,87,8
US,87,25
Chile,87,12
Italy,87,35
US,87,15
US,87,32
US,87,35
Italy,87,16
Chile,87,
US,87,18
Italy,87,10
Italy,87,11
Italy,87,15
Chile,87,20
Chile,87,7
France,86,13
France,86,10
US,86,13
France,86,10
Spain,86,12
Italy,86,11
Italy,86,30
US,86,29
France,86,10
France,86,19
Italy,86,28
US,86,12
Chile,86,17
US,86,70
Chile,86,11
US,86,8
Spain,86,14
Chile,86,11
Chile,86,11
France,86,19
US,86,19
Chile,86,23
US,86,23
Spain,86,13
France,86,20
France,86,15
Italy,86,30
Romania,86,9
Romania,86,9
Romania,86,7
US,84,11
France,84,15
Spain,84,11
Chile,84,12
France,84,10
France,84,11
Chile,84,25
US,84,20
France,84,9
Spain,84,13
Chile,84,13
Chile,84,8
Chile,84,12
US,84,13
US,84,50
US,84,29
US,84,8
Spain,84,52
France,84,11
France,84,13
US,84,26
US,84,20
Chile,84,15
Chile,83,12
Chile,83,15
US,83,25
US,83,25
Chile,83,10
US,83,19
Chile,83,16
Portugal,84,5
US,84,32
Portugal,84,13
US,84,22
US,84,10
US,84,10
US,84,15
Portugal,84,
Portugal,84,
France,84,8
US,84,25
US,84,25
Portugal,84,
US,84,20
US,84,20
Argentina,84,10
France,84,
US,84,60
US,84,20
Portugal,84,9
US,84,10
US,84,24
France,84,12
US,84,13
Italy,87,
US,87,16
Spain,87,32
US,87,60
US,87,15
Italy,87,50
US,87,14
US,87,30
US,87,25
US,86,20
US,86,14
Italy,86,18
US,86,18
Italy,86,20
Spain,86,25
US,86,35
Italy,86,15
Spain,86,13
Italy,86,
Italy,86,
France,86,10
US,86,12
France,86,
France,86,
France,86,12
France,86,
France,86,13
France,86,12
France,86,10
Italy,86,13
US,88,24
Italy,88,30
France,88,
New Zealand,88,15
US,88,15
Italy,88,
Italy,88,30
France,88,22
France,88,20
France,88,20
France,88,20
US,88,16
Italy,88,75
US,88,9
US,88,24
Italy,88,55
US,88,25
US,88,25
US,88,42
Italy,88,20
Chile,88,18
Italy,88,45
US,88,38
US,88,35
Chile,88,18
Italy,88,45
Italy,88,35
US,88,10
Italy,88,40
US,88,27
Spain,91,55
US,91,30
Portugal,91,15
US,91,44
US,91,49
US,91,38
Italy,91,37
France,91,40
Italy,91,25
US,91,30
US,91,50
US,91,55
France,91,23
Italy,91,34
US,91,60
US,91,29
US,91,36
US,91,25
US,91,75
US,91,45
US,91,35
US,91,48
US,91,48
US,91,55
US,91,34
France,91,55
France,91,30
France,91,24
Italy,91,
France,91,48
Spain,86,18
France,86,30
US,86,15
France,86,26
Italy,86,65
Portugal,86,12
US,86,40
Spain,86,20
Portugal,86,16
Italy,86,47
France,86,15
France,86,18
US,86,35
Spain,86,15
Italy,86,41
France,86,20
France,86,
Spain,86,30
Germany,86,42
Spain,86,15
Italy,86,30
US,86,40
Spain,86,21
US,86,29
Portugal,86,30
Italy,86,35
Portugal,86,15
Portugal,86,9
US,84,9
US,84,40
Chile,84,10
Argentina,84,16
France,84,13
US,84,47
US,84,24
US,84,8
Chile,84,9
US,84,35
US,84,12
US,84,25
Argentina,84,11
Argentina,84,11
US,84,75
US,84,16
US,84,18
US,84,23
US,84,26
US,84,13
Argentina,84,10
US,84,22
US,84,32
US,84,18
US,84,16
Argentina,83,11
US,83,26
Australia,86,14
US,86,30
US,86,37
US,86,12
Australia,86,19
Argentina,86,10
US,86,25
Australia,86,29
US,86,13
Australia,86,37
France,86,22
Spain,86,25
US,86,29
Spain,86,15
Italy,86,29
Argentina,85,12
Australia,85,16
Italy,85,42
US,85,75
US,85,26
US,85,35
Spain,85,29
Australia,85,24
US,85,32
US,85,18
US,85,10
France,91,
France,91,23
France,91,25
France,91,
France,91,37
France,91,33
Australia,91,50
Australia,91,20
US,91,30
US,91,30
US,91,60
US,91,19
Italy,91,30
Germany,91,16
US,91,24
US,91,32
US,91,48
Austria,91,30
Australia,91,22
US,91,50
US,91,40
Italy,91,45
France,91,50
Italy,91,66
France,91,22
Germany,91,20
Italy,91,43
Spain,91,55
Spain,91,21
Italy,91,30
US,93,90
US,93,55
US,93,55
US,93,30
US,93,75
France,93,36
Italy,92,40
Spain,92,90
US,92,34
France,92,
Italy,92,60
France,92,55
Austria,92,13
US,92,50
France,92,33
US,92,49
Spain,92,52
US,92,30
US,92,37
US,92,37
Austria,92,29
US,92,33
Spain,92,100
US,92,38
US,92,35
US,92,75
Portugal,88,17
Spain,88,20
US,88,23
Italy,88,19
US,88,25
US,88,25
Italy,88,20
Portugal,88,15
Portugal,88,9
Spain,88,17
US,88,13
US,88,19
US,88,14
France,88,22
Argentina,88,30
France,88,22
US,88,32
US,88,20
Portugal,88,
Italy,88,22
Germany,88,26
US,88,16
US,88,25
US,88,40
US,88,18
Argentina,88,15
Argentina,88,22
France,88,25
US,88,27
US,88,50
US,95,100
US,95,60
France,95,164
US,95,36
Italy,94,49
US,94,25
US,94,45
France,94,190
France,94,205
US,94,80
France,94,145
France,94,89
US,94,60
US,94,75
US,94,75
US,94,45
US,94,125
US,94,40
US,94,36
Australia,94,105
US,88,17
Italy,88,
Italy,88,
Italy,88,
Italy,88,16
US,88,11
US,88,35
Italy,88,22
US,88,25
Italy,88,55
Italy,88,35
Australia,88,15
Chile,88,42
France,88,18
Italy,88,50
Italy,88,45
Italy,88,44
Spain,88,10
Australia,88,26
US,88,35
US,88,145
Chile,88,40
Chile,88,24
Chile,88,13
Italy,88,
Italy,88,
France,88,30
Italy,88,
France,88,
Chile,88,49
France,84,25
France,84,15
US,84,35
US,84,52
US,84,11
US,84,32
US,84,38
US,84,13
US,84,18
Argentina,84,22
Italy,84,18
France,84,13
US,84,10
US,84,28
US,84,15
US,84,35
US,84,12
US,84,10
US,83,32
US,83,8
,83,
Spain,83,11
France,83,
France,83,
Australia,89,17
Argentina,89,20
Austria,89,25
Austria,89,25
Austria,89,18
US,89,44
US,89,28
US,89,30
US,89,25
France,89,41
US,89,30
Austria,89,23
US,89,22
Argentina,89,12
Argentina,89,20
US,89,22
Austria,89,60
US,89,50
US,89,30
Spain,89,22
US,86,11
New Zealand,86,12
Argentina,86,11
Argentina,86,17
Argentina,86,30
France,86,
Italy,86,18
Italy,86,16
France,86,
US,86,85
Argentina,86,20
Italy,86,
Italy,86,5
Italy,86,19
Italy,86,15
Italy,86,
Italy,86,
Italy,86,16
US,86,20
US,86,42
US,86,14
France,86,28
France,86,35
US,86,40
Argentina,86,11
France,90,22
France,90,20
France,90,20
France,90,22
US,90,38
Italy,90,45
US,90,42
Austria,90,19
US,90,65
US,90,12
US,90,38
France,90,23
US,90,28
France,90,90
US,90,50
France,90,15
Italy,90,
US,90,22
Austria,90,30
Austria,90,25
France,90,21
Italy,90,400
Austria,90,
US,90,20
US,90,15
US,90,15
US,90,55
Italy,90,60
US,90,36
US,90,22
Spain,88,45
Spain,88,13
US,88,32
Spain,88,12
Italy,88,38
US,88,21
Spain,88,40
Italy,88,
France,88,60
France,88,20
France,88,
US,88,17
US,88,35
US,88,28
Spain,88,75
US,88,35
Italy,88,19
US,88,27
US,88,60
Italy,88,21
US,88,35
Spain,88,17
US,88,35
US,88,35
Austria,88,20
US,88,70
Chile,88,
Spain,88,16
US,88,19
Italy,88,40
US,86,15
US,86,9
US,86,30
Italy,86,23
US,86,55
US,86,20
France,86,56
US,86,18
Italy,86,18
US,86,35
US,86,22
France,86,
France,86,
Italy,86,31
US,86,55
Italy,86,13
US,86,30
US,86,35
US,86,30
US,86,30
Spain,86,15
Austria,86,12
US,86,40
New Zealand,86,15
France,86,
France,86,11
Spain,86,15
Italy,86,45
France,86,14
US,86,25
France,87,50
Portugal,87,10
Italy,87,18
Portugal,87,10
Italy,87,28
Italy,87,19
US,87,18
Australia,87,18
Portugal,87,14
US,87,38
US,87,42
Argentina,87,15
Italy,87,10
Italy,87,24
Argentina,87,46
US,87,32
US,87,23
Italy,87,21
Australia,87,24
US,87,35
Italy,87,18
US,87,17
US,87,28
US,87,18
Portugal,87,30
US,87,34
US,87,55
Portugal,87,11
Portugal,87,
Spain,87,42
South Africa,87,13
US,87,20
Spain,87,15
Italy,87,19
US,87,22
US,87,80
US,87,27
Italy,87,22
Portugal,87,
Italy,87,37
Italy,87,16
US,87,32
Spain,87,15
US,87,40
Israel,87,11
Italy,87,
US,87,25
US,87,27
Spain,87,13
Italy,87,19
Israel,87,20
Spain,87,45
New Zealand,87,20
Italy,87,
France,87,20
New Zealand,87,17
US,87,47
Italy,87,
US,87,18
Spain,87,9
Italy,87,16
France,84,29
US,84,24
France,84,23
US,84,16
France,84,28
US,84,13
Italy,84,35
US,84,14
US,84,10
France,84,13
Spain,84,15
France,84,29
Turkey,84,15
US,84,17
France,84,
Spain,84,9
France,84,40
France,84,30
France,84,
US,84,50
US,84,14
France,84,20
France,84,20
France,84,
US,84,18
US,84,44
US,84,30
Spain,84,15
Spain,92,50
Germany,92,31
US,92,69
US,92,260
Australia,92,18
US,92,45
Portugal,92,48
US,92,38
US,92,18
US,92,41
US,92,65
US,92,16
US,92,75
US,92,25
US,92,38
France,92,22
US,92,50
US,92,45
US,92,65
Portugal,92,35
US,92,35
US,92,20
Germany,92,33
Germany,92,92
US,92,42
US,92,25
Spain,92,28
US,92,48
Portugal,92,60
Portugal,92,31
US,84,25
Spain,84,9
Argentina,84,11
Spain,84,14
US,84,24
US,84,20
US,84,36
Argentina,84,20
US,84,13
US,84,32
Argentina,84,15
Portugal,84,8
Portugal,84,13
Portugal,84,10
US,84,40
US,84,32
US,84,18
Portugal,84,25
Portugal,84,12
Spain,83,11
US,83,40
Spain,83,60
Portugal,83,9
US,83,55
Portugal,83,8
Italy,83,16
US,83,9
Spain,83,11
US,83,24
US,83,25
US,86,40
Portugal,86,15
Portugal,86,
Chile,86,12
US,86,32
US,86,26
France,86,20
Portugal,86,12
Portugal,86,11
US,86,39
US,86,35
US,86,26
France,88,25
US,88,27
US,88,50
Spain,88,24
US,88,28
US,88,28
US,88,22
US,88,55
Spain,88,10
Portugal,88,
US,88,72
Portugal,88,20
Portugal,88,39
Portugal,88,19
US,88,60
US,88,30
Italy,88,70
Italy,88,31
US,88,16
US,88,10
Australia,88,15
Argentina,88,12
US,88,14
Australia,88,21
US,88,19
Argentina,88,20
Argentina,88,20
US,88,15
Australia,88,21
US,88,17
US,88,39
Greece,88,24
Italy,88,27
France,88,10
Italy,88,28
US,88,14
Portugal,88,30
US,88,48
US,88,48
Italy,88,29
Spain,88,60
France,88,15
Portugal,88,10
Israel,88,25
US,88,40
France,88,
France,88,
France,88,17
France,88,35
France,88,67
Portugal,88,28
France,87,18
France,87,13
US,87,13
US,87,40
France,87,30
US,87,19
Italy,87,20
US,87,21
Italy,87,25
US,87,20
Chile,87,12
US,87,33
Italy,87,25
Germany,87,42
Chile,87,11
France,87,
Italy,87,65
US,87,16
US,88,14
France,88,35
US,88,13
US,88,12
US,88,55
US,88,30
US,88,40
US,88,18
US,88,19
Italy,88,22
Italy,88,
US,88,39
Italy,88,18
US,88,48
US,88,59
US,88,24
France,88,24
US,88,38
Spain,88,18
France,88,55
US,88,45
US,88,62
US,88,22
Italy,88,27
France,88,55
France,88,45
Italy,88,26
Italy,88,22
US,88,10
Germany,88,12
Italy,92,92
Austria,92,
Australia,92,38
US,92,18
Australia,92,65
US,92,40
Austria,92,25
France,92,39
Austria,92,30
Italy,92,120
Italy,92,30
Italy,92,50
US,92,55
US,92,32
Italy,92,70
US,92,45
US,92,56
Australia,92,40
Italy,92,44
US,92,36
Austria,92,
US,92,17
Germany,92,30
US,92,44
Australia,92,50
Austria,92,
US,92,30
Austria,92,38
US,92,40
France,89,30
Hungary,89,16
US,89,25
US,89,32
Italy,89,17
Italy,89,15
Portugal,89,20
France,89,20
France,89,20
Portugal,89,
Germany,89,12
Italy,89,20
Argentina,89,20
US,89,40
Argentina,89,15
Portugal,89,13
France,89,23
Luxembourg,89,16
US,89,60
US,89,33
Argentina,89,25
US,89,30
US,89,20
US,89,55
Germany,89,19
US,89,28
Portugal,89,26
Italy,89,19
France,89,29
Israel,89,18
Italy,86,30
France,86,13
France,86,50
France,86,30
US,86,35
Australia,86,13
Australia,86,13
US,86,12
France,86,15
Australia,86,20
US,86,30
US,86,40
US,86,28
France,86,17
France,86,22
US,86,33
Italy,86,
Portugal,86,13
US,86,28
US,86,13
US,86,20
Chile,86,14
US,86,22
Portugal,86,20
Chile,86,12
Spain,86,15
France,86,20
Portugal,86,
US,86,17
US,86,35
Chile,82,15
Chile,82,13
Portugal,82,24
US,82,20
US,82,18
US,82,19
US,82,42
US,82,50
Chile,82,20
US,82,20
US,82,22
Chile,82,20
Chile,82,10
